"","values.global_bins."
"GP","-0.171556043026366"
"GQ","-0.221117442869095"
"GR","0.323175074677551"
"GS","-0.0403602753505088"
"GT","0.0860446172683567"
"GU","-0.725382790092526"
"GV","-0.583389886713298"
"GW","-0.137468937074912"
"GX","-0.663920139835478"
"GY","-0.0319682453496441"
"GZ","-1.22375411280383"
"H","-0.820137895075892"
"HI","-0.0738837571595507"
"HJ","-0.297459068754523"
"HK","-0.443531547493265"
"HL","0.0413493209420813"
"HM","-0.0255640811588512"
"HN","-0.414555124800661"
"HO","-0.634113134274067"
"HP","-0.299315078711327"
"HQ","0.329945486421829"
"HR","0.423429516667024"
"HS","-0.217372329074979"
"HT","-0.678920532181055"
"HU","0.243432256235727"
"HV","-0.0361095738689033"
"HW","-0.0976863874766417"
"HX","-0.434895235142549"
"HY","-0.41452538127054"
"HZ","-0.252304220653887"
"I","-0.670458913290395"
"IJ","0.0872020815307621"
"IK","-0.0615930132498663"
"IL","-0.413990480931208"
"IM","-0.397194220481326"
"IN","-0.199921484391942"
"IO","-0.0939175258404806"
"IP","-0.862213889836777"
"IQ","-0.386457996338198"
"IR","-0.0958135650793882"
"IS","-0.0777617752656597"
"IT","-0.506932917356996"
"IU","-0.145745452255624"
"IV","0.327934208060048"
"IW","-1.83324781883861"
"IX","-0.387551863637969"
"IY","-0.455007093766023"
"IZ","0.298698746465105"
"J","0.0852455632729089"
"JK","0.0974499172294697"
"JL","-0.153919847514311"
"JM","-0.441003582153189"
"JN","-0.758316898404651"
"JO","-0.766156198618855"
"JP","-1.14615583882532"
"JQ","-0.385635079322393"
"JR","0.340915460747071"
"JS","-0.448702001281295"
"JT","0.070373231675014"
"JU","0.738751958372335"
"JV","-0.287106899320029"
"JW","-0.677075028456017"
"JX","-0.28974083786396"
"JY","0.0877624224168936"
"JZ","-0.954273655943385"
"K","-0.671511555650164"
"KL","-1.99768864475104"
"KM","-0.242955505057733"
"KN","-0.756186661586436"
"KO","-1.12395805227062"
"KP","0.0585729777230913"
"KQ","-0.471812278205647"
"KR","-0.439139529288554"
"KS","0.327497970928232"
"KT","-0.306704319640458"
"KU","-0.781438834440537"
"KV","-0.871482022935792"
"KW","-0.43975238098091"
"KX","-1.16267120139167"
"KY","-0.12701989596879"
"KZ","-2.10034212956065"
"L","-0.304639184981534"
"LM","-0.167724515630024"
"LN","-0.812298612925167"
"LO","0.463464987060384"
"LP","-0.679871016371242"
"LQ","-0.127277495907198"
"LR","-0.134270469010644"
"LS","-0.367690615317319"
"LT","-0.810844212278992"
"LU","-0.657063781545198"
"LV","-0.796106098183541"
"LW","0.100094163834834"
"LX","-0.183822572776477"
"LY","-0.735905743049532"
"LZ","-0.121207967950399"
"M","0.793597762294143"
"MN","0.0776949664261054"
"MO","-0.57483173640922"
"MP","0.119363441553247"
"MQ","-0.614309111080757"
"MR","-0.0969053522197878"
"MS","-0.221959988004489"
"MT","-0.382431071767191"
"MU","-0.472060465204328"
"MV","-0.129880669669649"
"MW","0.612838190494489"
"MX","0.507341022601423"
"MY","0.0914517386358813"
"MZ","-0.764140320539257"
"N","0.3757049006428"
"NO","-0.386907653898639"
"NP","-0.0897476912373106"
"NQ","-0.595118942518692"
"NR","-0.838202420946358"
"NS","0.111007205751801"
"NT","-0.0160321461193043"
"NU","-0.298590996818022"
"NV","-0.297195310814066"
"NW","-0.760523262732446"
"NX","-0.314727596475572"
"NY","0.0976845348910121"
"NZ","-0.779139559180231"
"O","-0.34803991142127"
"OP","-0.661152120783873"
"OQ","0.762364307142275"
"OR","0.231767457691817"
"OS","-0.273963736022027"
"OT","-0.564208885427779"
"OU","-0.136870755741533"
"OV","0.25925966422471"
"OW","-0.188461455783984"
"OX","-0.747563930415182"
"OY","-0.232468535781068"
"OZ","-0.204022163277485"
"P","-0.764572621732053"
"PQ","-0.118299233618806"
"PR","-0.654613347328956"
"PS","-0.320124430583321"
"PT","-0.563244738165117"
"PU","0.451544672336607"
"PV","0.0342703619924804"
"PW","-0.181719676904661"
"PX","-0.429465631763617"
"PY","-0.576757852892077"
"PZ","-1.11526416538874"
"Q","-0.436269286873157"
"QR","-0.345776659201617"
"QS","0.111469923885539"
"QT","-0.126415082558461"
"QU","-0.0225693921082883"
"QV","-0.214078151331589"
"QW","-0.62246665803718"
"QX","0.387936807616177"
"QY","-0.361072287845653"
"QZ","-0.798127504397379"
"R","-0.275535795445926"
"RS","-0.174844310488085"
"RT","0.181275346378509"
"RU","-0.602712945560107"
"RV","-0.292586785951199"
"RW","-0.459982286007919"
"RX","-0.680858595578219"
"RY","1.08948420987316"
"RZ","-0.393804133458219"
"S","-0.595378820436865"
"ST","0.111795647110129"
"SU","0.403482176616954"
"SV","0.284087831173699"
"SW","-0.136731657882144"
"SX","-1.04330312777318"
"SY","0.159682900168632"
"SZ","-0.369085486071174"
"T","0.417205806720824"
"TU","-0.35782958743841"
"TV","-0.0404370495491484"
"TW","0.29857080554162"
"TX","-0.0742961881544716"
"TY","-0.440335905533735"
"TZ","-1.10900870449734"
"U","-0.739395348703231"
"UV","-0.37610264464697"
"UW","0.695571486605376"
"UX","0.083761129359381"
"UY","-0.856070428024878"
"UZ","-0.224766576021766"
"V","-0.795551120252832"
"VW","-0.514309363492298"
"VX","-0.685177507189707"
"VY","-2.10324571536403"
"VZ","0.116322014681568"
"W","-0.596080911738886"
"WX","-0.776959943146329"
"WY","-0.94817799774859"
"WZ","0.382012876217207"
"X","-0.382764836906997"
"XY","-0.783864462873801"
"XZ","-0.338435630627422"
"Y","-0.453338103182035"
"YZ","-0.228235136843189"
"Z","-0.323042244737276"
