0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
3.0, Without-pay,498083.0, 11th,4.0, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,191898.0,0.0,107.0, Ecuador, <=50K, >50K
48.0, Private,232042.0, 7th-8th,-0.0, Widowed, Armed-Forces, Wife, Black, Male,39518.0,0.0,72.0, Taiwan, <=50K, >50K
66.0, Self-emp-inc,728835.0, Assoc-acdm,21.0, Divorced, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0.0,1804.0,88.0, Columbia, <=50K, >50K
56.0, Local-gov,216851.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
0.0, Without-pay,909761.0, HS-grad,15.0, Widowed, Priv-house-serv, Own-child, White, Male,35435.0,799.0,69.0, United-States, <=50K, >50K
41.0, Self-emp-inc,573340.0, Prof-school,5.0, Never-married, Prof-specialty, Wife, White, Male,28765.0,0.0,70.0, Nicaragua, <=50K, >50K
80.0, Self-emp-not-inc,428015.0, 9th,7.0, Divorced, Craft-repair, Husband, Black, Male,54037.0,850.0,98.0, Philippines, <=50K, >50K
67.0, Without-pay,525544.0, Assoc-voc,24.0, Never-married, Armed-Forces, Not-in-family, Other, Male,44517.0,0.0,43.0, Cambodia, <=50K, >50K
26.0, Private,605760.0, HS-grad,13.0, Never-married, Transport-moving, Wife, Amer-Indian-Eskimo, Male,62341.0,0.0,50.0, Mexico, <=50K, >50K
73.0, Federal-gov,696118.0, Masters,21.0, Widowed, Machine-op-inspct, Unmarried, Other, Female,9074.0,988.0,21.0, Hong, <=50K, >50K
50.0, Local-gov,418599.0, 12th,10.0, Married-civ-spouse, Prof-specialty, Own-child, White, Male,34991.0,0.0,28.0, Greece, <=50K, >50K
105.0, State-gov,148487.0, 1st-4th,11.0, Married-AF-spouse, Other-service, Husband, Black, Female,9856.0,0.0,95.0, Thailand, <=50K, >50K
0.0, Self-emp-not-inc,0.0, Assoc-acdm,2.0, Married-spouse-absent, Sales, Husband, Other, Male,128734.0,206.0,26.0, Trinadad&Tobago, <=50K, >50K
64.0, Private,78722.0, Assoc-acdm,2.0, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,30431.0,933.0,79.0, Nicaragua, <=50K, >50K
40.0, Self-emp-inc,981216.0, 9th,3.0, Married-AF-spouse, Armed-Forces, Own-child, Other, Male,56347.0,2551.0,19.0, Italy, <=50K, >50K
54.0, Self-emp-not-inc,698173.0, Doctorate,8.0, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,19147.0,0.0,64.0, Ecuador, <=50K, >50K
79.0, Self-emp-inc,1191938.0, 12th,10.0, Separated, Sales, Unmarried, Asian-Pac-Islander, Female,14317.0,4555.0,64.0, Jamaica, <=50K, >50K
49.0, Self-emp-not-inc,267543.0, 10th,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,11070.0,0.0,33.0, Japan, <=50K, >50K
29.0, Private,262820.0, 5th-6th,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,19543.0,16.0,57.0, France, <=50K, >50K
42.0, Local-gov,214200.0, 9th,7.0, Separated, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,34188.0,0.0,61.0, Columbia, <=50K, >50K
35.0, State-gov,84665.0, HS-grad,19.0, Separated, Priv-house-serv, Husband, White, Male,60823.0,919.0,62.0, Trinadad&Tobago, <=50K, >50K
57.0, Federal-gov,337895.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K, <=50K
64.0, Private,0.0, 11th,7.0, Widowed, Exec-managerial, Husband, White, Male,31578.0,87.0,29.0, Taiwan, <=50K, >50K
15.0, Private,294425.0, 9th,18.0, Married-spouse-absent, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,30911.0,0.0,44.0, Honduras, <=50K, >50K
47.0, Federal-gov,825939.0, Bachelors,9.0, Married-civ-spouse, Sales, Husband, White, Male,19713.0,304.0,39.0, South, <=50K, >50K
27.0, Self-emp-not-inc,436996.0, Preschool,13.0, Never-married, Armed-Forces, Wife, White, Male,22070.0,1007.0,16.0, Ireland, <=50K, >50K
35.0, Without-pay,0.0, HS-grad,15.0, Divorced, Exec-managerial, Other-relative, Other, Female,3980.0,131.0,90.0, Italy, <=50K, >50K
0.0, Local-gov,0.0, Doctorate,23.0, Widowed, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,141.0, Vietnam, >50K, <=50K
50.0, Federal-gov,251585.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,55.0, United-States, >50K, <=50K
0.0, Self-emp-not-inc,724419.0, Masters,23.0, Married-AF-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,20507.0,0.0,75.0, Scotland, <=50K, >50K
43.0, Private,237993.0, 10th,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
0.0, Local-gov,498169.0, 12th,0.0, Never-married, Craft-repair, Husband, Black, Male,97310.0,3856.0,36.0, South, <=50K, >50K
68.0, Local-gov,0.0, 1st-4th,13.0, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,17276.0,808.0,19.0, Nicaragua, <=50K, >50K
42.0, Self-emp-inc,0.0, 9th,0.0, Never-married, Protective-serv, Wife, Other, Female,69657.0,0.0,66.0, Hong, <=50K, >50K
25.0, Private,436719.0, Assoc-voc,13.0, Married-AF-spouse, Prof-specialty, Husband, White, Male,21867.0,0.0,63.0, Hungary, <=50K, >50K
32.0, Private,0.0, 7th-8th,14.0, Married-spouse-absent, Exec-managerial, Husband, White, Male,9462.0,27.0,54.0, Outlying-US(Guam-USVI-etc), <=50K, >50K
72.0, Private,1997638.0, Assoc-acdm,5.0, Widowed, Protective-serv, Husband, White, Male,8882.0,0.0,64.0, Honduras, <=50K, >50K
42.0, Private,116632.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, >50K, <=50K
27.0, Local-gov,381520.0, Doctorate,16.0, Never-married, Tech-support, Unmarried, White, Male,15867.0,0.0,79.0, Italy, <=50K, >50K
78.0, Private,286809.0, Masters,9.0, Married-spouse-absent, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,35603.0,0.0,65.0, China, <=50K, >50K
8.0, Private,707862.0, Masters,13.0, Divorced, Craft-repair, Wife, Black, Female,52278.0,202.0,58.0, Hong, <=50K, >50K
53.0, Private,169846.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, >50K, <=50K
49.0, Self-emp-inc,191681.0, 10th,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K, <=50K
52.0, Self-emp-inc,0.0, 9th,2.0, Widowed, Sales, Own-child, Other, Male,49271.0,1683.0,56.0, Haiti, <=50K, >50K
59.0, Private,275059.0, HS-grad,12.0, Married-spouse-absent, Farming-fishing, Own-child, Black, Female,23824.0,584.0,33.0, Cuba, <=50K, >50K
29.0, Self-emp-not-inc,162298.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,70.0, United-States, >50K, <=50K
50.0, Self-emp-not-inc,0.0, 12th,21.0, Married-spouse-absent, Other-service, Own-child, Amer-Indian-Eskimo, Male,0.0,5877.0,160.0, Thailand, <=50K, >50K
74.0, Local-gov,739059.0, 12th,7.0, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,48038.0,0.0,9.0, Cambodia, <=50K, >50K
24.0, Self-emp-not-inc,838383.0, 10th,9.0, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,32173.0,0.0,55.0, Haiti, <=50K, >50K
8.0, Without-pay,740554.0, Doctorate,10.0, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0.0,0.0,129.0, Laos, <=50K, >50K
146.0, Private,0.0, 12th,0.0, Never-married, Exec-managerial, Husband, Other, Male,107408.0,0.0,117.0, Iran, <=50K, >50K
151.0, Local-gov,291512.0, Assoc-acdm,9.0, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,102483.0,0.0,38.0, England, <=50K, >50K
35.0, Federal-gov,0.0, 10th,16.0, Married-spouse-absent, Priv-house-serv, Husband, Asian-Pac-Islander, Male,38208.0,0.0,45.0, Hong, <=50K, >50K
59.0, Federal-gov,400943.0, 10th,13.0, Married-civ-spouse, Armed-Forces, Husband, White, Male,1902.0,199.0,66.0, Peru, <=50K, >50K
0.0, Federal-gov,671243.0, 1st-4th,12.0, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,76266.0,63.0,103.0, Greece, <=50K, >50K
78.0, Private,1958892.0, 12th,9.0, Separated, Transport-moving, Wife, Amer-Indian-Eskimo, Male,0.0,1236.0,57.0, Mexico, <=50K, >50K
44.0, Private,343591.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Female,14344.0,0.0,40.0, United-States, >50K, <=50K
37.0, Private,535531.0, Assoc-voc,14.0, Separated, Other-service, Husband, Black, Female,33521.0,0.0,62.0, Germany, <=50K, >50K
49.0, Local-gov,268234.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
41.0, Private,1050123.0, HS-grad,16.0, Never-married, Tech-support, Husband, Other, Male,9284.0,365.0,56.0, Scotland, <=50K, >50K
9.0, Local-gov,401459.0, Bachelors,8.0, Divorced, Machine-op-inspct, Not-in-family, Other, Male,23256.0,2395.0,77.0, Hungary, <=50K, >50K
43.0, Federal-gov,410867.0, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States, >50K, <=50K
97.0, Private,396837.0, Assoc-voc,12.0, Widowed, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,13350.0,192.0,63.0, South, <=50K, >50K
38.0, Self-emp-inc,912478.0, 9th,17.0, Divorced, Armed-Forces, Unmarried, Black, Female,88913.0,1898.0,87.0, United-States, <=50K, >50K
93.0, Local-gov,1291199.0, Bachelors,20.0, Separated, Sales, Own-child, White, Male,47053.0,0.0,83.0, Jamaica, <=50K, >50K
34.0, Local-gov,226296.0, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
50.0, State-gov,531948.0, 5th-6th,10.0, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0.0,1844.0,127.0, Laos, <=50K, >50K
45.0, Private,0.0, Bachelors,16.0, Divorced, Other-service, Husband, Other, Male,0.0,3889.0,101.0, Greece, >50K, <=50K
37.0, Private,202683.0, 10th,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,48.0, United-States, >50K, <=50K
58.0, Federal-gov,667716.0, Masters,8.0, Married-AF-spouse, Protective-serv, Unmarried, Other, Female,28019.0,0.0,36.0, Iran, <=50K, >50K
82.0, State-gov,2054642.0, 9th,29.0, Married-AF-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,118121.0,4937.0,173.0, Greece, <=50K, >50K
76.0, Private,124191.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
81.0, Private,156735.0, 9th,10.0, Widowed, Other-service, Wife, Asian-Pac-Islander, Female,0.0,2123.0,25.0, Italy, >50K, <=50K
47.0, Self-emp-not-inc,407334.0, 9th,16.0, Never-married, Craft-repair, Wife, White, Female,1720.0,505.0,61.0, Laos, <=50K, >50K
72.0, Without-pay,0.0, Preschool,15.0, Widowed, Machine-op-inspct, Own-child, Other, Female,62069.0,0.0,78.0, South, <=50K, >50K
6.0, Private,0.0, Assoc-voc,5.0, Divorced, Farming-fishing, Wife, White, Male,43201.0,321.0,100.0, United-States, <=50K, >50K
32.0, Self-emp-inc,317660.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,40.0, United-States, >50K, <=50K
39.0, Self-emp-inc,0.0, Assoc-acdm,0.0, Divorced, Farming-fishing, Other-relative, Black, Male,43770.0,2920.0,112.0, Canada, <=50K, >50K
92.0, Local-gov,0.0, 10th,12.0, Widowed, Priv-house-serv, Unmarried, Other, Male,50822.0,4404.0,72.0, Hungary, <=50K, >50K
51.0, Private,0.0, 5th-6th,15.0, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,12832.0,1041.0,63.0, Scotland, <=50K, >50K
69.0, Private,1524864.0, Preschool,5.0, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,90368.0,0.0,49.0, Mexico, <=50K, >50K
38.0, Private,65324.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
56.0, Self-emp-not-inc,335605.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,1887.0,50.0, Canada, >50K, <=50K
0.0, Without-pay,364369.0, HS-grad,21.0, Widowed, Adm-clerical, Wife, Other, Male,90898.0,2034.0,61.0, Portugal, <=50K, >50K
27.0, Self-emp-not-inc,0.0, Bachelors,11.0, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,27623.0,599.0,55.0, Ireland, <=50K, >50K
74.0, Self-emp-not-inc,440555.0, Preschool,0.0, Married-civ-spouse, Other-service, Unmarried, White, Female,43840.0,1799.0,65.0, Hungary, <=50K, >50K
57.0, Self-emp-not-inc,727324.0, Bachelors,10.0, Married-AF-spouse, Adm-clerical, Unmarried, Other, Male,68684.0,0.0,0.0, Scotland, <=50K, >50K
49.0, Local-gov,197371.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K, <=50K
79.0, Without-pay,388539.0, 12th,15.0, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,12718.0,0.0,87.0, Columbia, <=50K, >50K
0.0, Federal-gov,0.0, HS-grad,10.0, Married-AF-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Male,30518.0,0.0,45.0, Columbia, <=50K, >50K
57.0, Self-emp-not-inc,187083.0, Doctorate,6.0, Never-married, Armed-Forces, Own-child, Other, Female,36541.0,2108.0,65.0, Laos, <=50K, >50K
42.0, Self-emp-not-inc,131831.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,5431.0,342.0,62.0, Ecuador, <=50K, >50K
48.0, State-gov,0.0, 5th-6th,18.0, Married-spouse-absent, Priv-house-serv, Wife, Amer-Indian-Eskimo, Male,54722.0,0.0,0.0, Nicaragua, <=50K, >50K
29.0, State-gov,267989.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, >50K, <=50K
0.0, Private,612073.0, 1st-4th,10.0, Widowed, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,73390.0,0.0,20.0, Thailand, <=50K, >50K
47.0, Private,287828.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States, >50K, <=50K
12.0, Without-pay,0.0, 1st-4th,14.0, Married-AF-spouse, Tech-support, Other-relative, Asian-Pac-Islander, Female,106812.0,0.0,56.0, Greece, <=50K, >50K
31.0, Private,114937.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
25.0, Without-pay,0.0, 1st-4th,10.0, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,46420.0,3408.0,67.0, Dominican-Republic, <=50K, >50K
107.0, Private,541176.0, 12th,9.0, Married-AF-spouse, Tech-support, Own-child, Amer-Indian-Eskimo, Female,5127.0,1209.0,87.0, Nicaragua, <=50K, >50K
30.0, Local-gov,439105.0, 11th,11.0, Never-married, Armed-Forces, Own-child, Black, Female,30993.0,1762.0,39.0, Guatemala, <=50K, >50K
60.0, Self-emp-inc,0.0, Assoc-acdm,15.0, Divorced, Priv-house-serv, Husband, White, Male,4736.0,194.0,51.0, Ecuador, <=50K, >50K
64.0, Private,1356632.0, HS-grad,3.0, Married-civ-spouse, Transport-moving, Other-relative, Black, Male,84490.0,0.0,97.0, Holand-Netherlands, <=50K, >50K
19.0, Private,60862.0, Bachelors,15.0, Married-civ-spouse, Craft-repair, Husband, Other, Female,42237.0,0.0,60.0, Columbia, <=50K, >50K
38.0, Federal-gov,125933.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, Iran, >50K, <=50K
102.0, Private,0.0, Doctorate,0.0, Married-civ-spouse, Protective-serv, Unmarried, Other, Male,57121.0,1663.0,0.0, Poland, <=50K, >50K
0.0, Self-emp-not-inc,554263.0, Masters,6.0, Divorced, Farming-fishing, Own-child, White, Female,116279.0,0.0,81.0, Cuba, <=50K, >50K
54.0, Without-pay,0.0, 1st-4th,20.0, Separated, Craft-repair, Other-relative, Other, Male,111475.0,0.0,13.0, Thailand, <=50K, >50K
49.0, Private,81973.0, 10th,10.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, >50K, <=50K
88.0, Self-emp-not-inc,0.0, Prof-school,17.0, Married-AF-spouse, Armed-Forces, Unmarried, Black, Female,29271.0,1615.0,17.0, United-States, <=50K, >50K
4.0, Federal-gov,85046.0, 12th,6.0, Married-AF-spouse, Machine-op-inspct, Other-relative, Other, Male,119435.0,0.0,84.0, Laos, <=50K, >50K
0.0, Local-gov,444972.0, Masters,6.0, Never-married, Sales, Husband, White, Male,179055.0,2891.0,64.0, Germany, <=50K, >50K
45.0, Private,196584.0, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,1564.0,40.0, United-States, >50K, <=50K
77.0, Private,0.0, 12th,9.0, Never-married, Adm-clerical, Unmarried, Black, Male,33694.0,78.0,53.0, Thailand, <=50K, >50K
9.0, Private,0.0, 5th-6th,14.0, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,31513.0,1634.0,19.0, Jamaica, <=50K, >50K
48.0, Private,587235.0, 5th-6th,6.0, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,113496.0,0.0,2.0, Philippines, <=50K, >50K
0.0, Local-gov,410115.0, Bachelors,31.0, Married-AF-spouse, Exec-managerial, Wife, Black, Female,3224.0,797.0,24.0, Cuba, <=50K, >50K
53.0, Self-emp-inc,183849.0, 1st-4th,7.0, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Male,35200.0,1170.0,6.0, Greece, <=50K, >50K
162.0, Self-emp-not-inc,374109.0, Assoc-acdm,14.0, Separated, Exec-managerial, Other-relative, White, Male,0.0,0.0,109.0, Mexico, <=50K, >50K
45.0, Without-pay,0.0, Masters,17.0, Separated, Craft-repair, Husband, White, Female,41361.0,1666.0,40.0, Trinadad&Tobago, <=50K, >50K
48.0, Private,174200.0, 12th,12.0, Divorced, Exec-managerial, Wife, White, Female,6205.0,1108.0,69.0, Thailand, <=50K, >50K
0.0, Private,1747757.0, 1st-4th,12.0, Never-married, Sales, Wife, Black, Male,54292.0,0.0,54.0, Ireland, <=50K, >50K
77.0, Local-gov,0.0, Assoc-voc,8.0, Widowed, Tech-support, Unmarried, White, Female,53064.0,0.0,36.0, Honduras, <=50K, >50K
92.0, Private,0.0, Assoc-acdm,10.0, Separated, Other-service, Wife, White, Male,28740.0,805.0,42.0, Holand-Netherlands, <=50K, >50K
89.0, Private,806241.0, 10th,10.0, Divorced, Prof-specialty, Wife, Black, Male,6338.0,1381.0,9.0, Greece, <=50K, >50K
20.0, Self-emp-inc,519261.0, 10th,14.0, Separated, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0.0,1728.0,74.0, Dominican-Republic, <=50K, >50K
83.0, Federal-gov,184757.0, Bachelors,21.0, Separated, Priv-house-serv, Own-child, Asian-Pac-Islander, Male,79656.0,4808.0,91.0, Thailand, <=50K, >50K
21.0, Self-emp-not-inc,269026.0, Bachelors,12.0, Married-civ-spouse, Sales, Husband, White, Female,23521.0,1811.0,0.0, Mexico, <=50K, >50K
53.0, Self-emp-inc,0.0, 1st-4th,19.0, Married-AF-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,6104.0,629.0,56.0, Holand-Netherlands, <=50K, >50K
5.0, Federal-gov,0.0, 10th,5.0, Widowed, Handlers-cleaners, Unmarried, Black, Female,116858.0,0.0,95.0, India, <=50K, >50K
45.0, Self-emp-not-inc,201080.0, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
0.0, Without-pay,0.0, 11th,12.0, Separated, Exec-managerial, Not-in-family, Black, Female,199998.0,5797.0,21.0, Scotland, <=50K, >50K
10.0, Self-emp-not-inc,0.0, Assoc-acdm,20.0, Divorced, Priv-house-serv, Wife, Other, Female,53239.0,3202.0,71.0, Vietnam, <=50K, >50K
32.0, Private,96659.0, HS-grad,14.0, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,26752.0,755.0,29.0, Iran, <=50K, >50K
-0.0, Self-emp-inc,0.0, 7th-8th,25.0, Separated, Machine-op-inspct, Husband, Other, Female,76437.0,8239.0,93.0, Scotland, <=50K, >50K
118.0, Private,0.0, 1st-4th,24.0, Never-married, Armed-Forces, Not-in-family, White, Female,2128.0,1362.0,96.0, Trinadad&Tobago, <=50K, >50K
60.0, Local-gov,516419.0, 7th-8th,0.0, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,23761.0,2624.0,89.0, Hungary, <=50K, >50K
23.0, Self-emp-inc,22584.0, 5th-6th,5.0, Married-civ-spouse, Priv-house-serv, Husband, White, Male,53323.0,0.0,38.0, China, <=50K, >50K
51.0, Private,96062.0, 10th,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,40.0, United-States, >50K, <=50K
30.0, Private,880928.0, Masters,20.0, Widowed, Machine-op-inspct, Husband, White, Male,35465.0,870.0,0.0, Canada, <=50K, >50K
28.0, State-gov,149624.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
17.0, State-gov,0.0, 1st-4th,10.0, Married-civ-spouse, Sales, Husband, Black, Female,83053.0,255.0,0.0, Haiti, <=50K, >50K
5.0, State-gov,248172.0, Prof-school,9.0, Separated, Tech-support, Not-in-family, White, Male,33856.0,4207.0,29.0, Holand-Netherlands, <=50K, >50K
37.0, Private,1227293.0, HS-grad,1.0, Widowed, Protective-serv, Not-in-family, Other, Male,45119.0,1447.0,115.0, South, <=50K, >50K
36.0, Private,428472.0, Assoc-acdm,5.0, Never-married, Other-service, Other-relative, White, Male,41936.0,1210.0,36.0, Outlying-US(Guam-USVI-etc), <=50K, >50K
0.0, Self-emp-not-inc,438564.0, 11th,16.0, Married-spouse-absent, Tech-support, Wife, Other, Male,72016.0,0.0,102.0, Portugal, <=50K, >50K
44.0, Local-gov,181344.0, 10th,10.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,38.0, United-States, >50K, <=50K
60.0, Private,0.0, 7th-8th,15.0, Divorced, Adm-clerical, Wife, Other, Female,28026.0,1864.0,50.0, Portugal, <=50K, >50K
53.0, Local-gov,1010331.0, 12th,6.0, Never-married, Exec-managerial, Not-in-family, Black, Male,20815.0,0.0,55.0, Philippines, <=50K, >50K
40.0, Private,286370.0, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico, >50K, <=50K
37.0, Federal-gov,29054.0, 10th,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,42.0, United-States, >50K, <=50K
51.0, Self-emp-not-inc,812644.0, Preschool,12.0, Widowed, Transport-moving, Other-relative, Amer-Indian-Eskimo, Male,4254.0,0.0,61.0, Canada, <=50K, >50K
61.0, Self-emp-inc,0.0, 5th-6th,9.0, Divorced, Protective-serv, Unmarried, Black, Female,25778.0,2018.0,50.0, Thailand, <=50K, >50K
26.0, Private,60090.0, 12th,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,5492.0,298.0,57.0, Holand-Netherlands, <=50K, >50K
