,0,1,2,3,target,new_col
33,-0.4160096885232043,2.630381715782132,-1.3402265266227635,-1.3154442950077407,0,3D0
34,-1.1430169111851116,0.09821728693702086,-1.2833890997091604,-1.3154442950077407,0,3O0
35,-1.0218490407414607,0.3284140531956675,-1.4539013804499696,-1.3154442950077407,0,3O0
36,-0.4160096885232043,1.0190043519716065,-1.3970639535363667,-1.3154442950077407,0,3D0
37,-1.1430169111851116,1.2492011182302531,-1.3402265266227635,-1.4470764792980415,0,3BD0
38,-1.748856263403368,-0.1319794793216258,-1.3970639535363667,-1.3154442950077407,0,3D0
39,-0.9006811702978099,0.7888075857129598,-1.2833890997091604,-1.3154442950077407,0,3O0
40,-1.0218490407414607,1.0190043519716065,-1.3970639535363667,-1.18381211071744,0,3D0
41,-1.6276883929597172,-1.7433568431321513,-1.3970639535363667,-1.18381211071744,0,3O0
42,-1.748856263403368,0.3284140531956675,-1.3970639535363667,-1.3154442950077407,0,3AU0
43,-1.0218490407414607,1.0190043519716065,-1.2265516727955572,-0.7889155578465374,0,3D0
44,-0.9006811702978099,1.7095946507475455,-1.056039392054748,-1.052179926427139,0,3O0
45,-1.2641847816287635,-0.1319794793216258,-1.3402265266227635,-1.18381211071744,0,3O0
46,-0.9006811702978099,1.7095946507475455,-1.2265516727955572,-1.3154442950077407,0,3AU0
47,-1.5065205225160663,0.3284140531956675,-1.3402265266227635,-1.3154442950077407,0,3D0
48,-0.6583454294105071,1.4793978844888998,-1.2833890997091604,-1.3154442950077407,0,3O0
49,-1.0218490407414607,0.5586108194543131,-1.3402265266227635,-1.3154442950077407,0,3AU0
50,1.401508368131565,0.3284140531956675,0.5354085615261401,0.2641419164758693,1,"4B0,3D1,3T0"
51,0.6745011454696578,0.3284140531956675,0.42173370769893376,0.3957741007661703,1,"3AU1,3H0,1T1"
52,1.2803404976879142,0.09821728693702086,0.6490834153533465,0.3957741007661703,1,"3D1,4B0,3AY0,1AX1,2AJ1"
53,-0.4160096885232043,-1.7433568431321513,0.13754657313091806,0.13250973218556866,1,"4N0,3O1,3BG0"
54,0.7956690159133086,-0.5923730118389191,0.4785711346125367,0.3957741007661703,1,"4AV0,3O1,3BQ0"
55,-0.1736739476359015,-0.5923730118389191,0.42173370769893376,0.13250973218556866,1,"3O1,3I0,1BG1"
56,0.5533332750260058,0.5586108194543131,0.5354085615261401,0.5274062850564712,1,"3O1,4N0,3T0"
57,-1.1430169111851116,-1.5131600768735047,-0.26031541526430396,-0.262386820685334,1,"3I0,3O1"
58,0.9168368863569595,-0.36217624558027245,0.4785711346125367,0.13250973218556866,1,"3AK1,3H0,4AC0"
59,-0.779513299854158,-0.8225697780975647,0.08070914621731488,0.2641419164758693,1,"3O1,3BJ0"
60,-1.0218490407414607,-2.43394714190809,-0.1466405614370976,-0.262386820685334,1,"4AV0,3AK1,3T0"
61,0.06866179325140129,-0.1319794793216258,0.25122142695812444,0.3957741007661703,1,"3D1,3T0,1U1"
62,0.18982966369505214,-1.973553609390797,0.13754657313091806,-0.262386820685334,1,"3O1,3T0"
63,0.310997534138703,-0.36217624558027245,0.5354085615261401,0.2641419164758693,1,"3D1,4N0,3T0"
64,-0.29484181807955345,-0.36217624558027245,-0.08980313452349442,0.13250973218556866,1,"4B0,3D1,3J0"
65,1.0380047568006114,0.09821728693702086,0.3648962807853308,0.2641419164758693,1,"3BD1,4B0,1BG1,3U0"
66,-0.29484181807955345,-0.1319794793216258,0.42173370769893376,0.3957741007661703,1,"3BD1,3I0,4AV0"
67,-0.052506077192250644,-0.8225697780975647,0.194384000044521,-0.262386820685334,1,"3D1,4AI0,3BG0"
68,0.4321654045823549,-1.973553609390797,0.42173370769893376,0.3957741007661703,1,"4B0,3O1,3U0"
69,-0.29484181807955345,-1.282963310614858,0.08070914621731488,-0.13075463639503299,1,"3AK1,4B0,3T0"
70,0.06866179325140129,0.3284140531956675,0.5922459884397431,0.7906706536370729,1,"3AK1,3I0,1T1"
71,0.310997534138703,-0.5923730118389191,0.13754657313091806,0.13250973218556866,1,"3O1,4B0,3U0,1T1"
72,0.5533332750260058,-1.282963310614858,0.6490834153533465,0.3957741007661703,1,"3BD1,4B0,3T0,1T1"
73,0.310997534138703,-0.5923730118389191,0.5354085615261401,0.0008775478952676988,1,"3O1,3H0,4AC0"
74,0.6745011454696578,-0.36217624558027245,0.3080588538717274,0.13250973218556866,1,"3O1,4AI0,3CD0"
75,0.9168368863569595,-0.1319794793216258,0.3648962807853308,0.2641419164758693,1,"3D1,4B0,3AY0"
76,1.1591726272442622,-0.5923730118389191,0.5922459884397431,0.2641419164758693,1,"4B0,3AU1,1T1,3T0"
77,1.0380047568006114,-0.1319794793216258,0.7059208422669494,0.659038469346772,1,"3D1,3U0,4B0,1T1,2AJ1"
78,0.18982966369505214,-0.36217624558027245,0.42173370769893376,0.3957741007661703,1,"4B0,3BD1"
79,-0.1736739476359015,-1.0527665443562113,-0.1466405614370976,-0.262386820685334,1,"3O1,4N0,3T0"
80,-0.4160096885232043,-1.5131600768735047,0.023871719303711698,-0.13075463639503299,1,"3AU1,3H0"
81,-0.4160096885232043,-1.5131600768735047,-0.03296570760989124,-0.262386820685334,1,"3O1,3H0"
82,-0.052506077192250644,-0.8225697780975647,0.08070914621731488,0.0008775478952676988,1,"3AU1,3H0,1T1"
83,0.18982966369505214,-0.8225697780975647,0.7627582691805523,0.5274062850564712,1,"4N0,3BD1"
84,-0.5371775589668552,-0.1319794793216258,0.42173370769893376,0.3957741007661703,1,"3I0,3AK1,4N0"
85,0.18982966369505214,0.7888075857129598,0.42173370769893376,0.5274062850564712,1,"3T0,3O1,4BS0"
86,1.0380047568006114,0.09821728693702086,0.5354085615261401,0.3957741007661703,1,"3I0,3BD1,4N0"
87,0.5533332750260058,-1.7433568431321513,0.3648962807853308,0.13250973218556866,1,"3D1,4B0,3U0,1T1"
88,-0.29484181807955345,-0.1319794793216258,0.194384000044521,0.13250973218556866,1,"3D1,3H0"
89,-0.4160096885232043,-1.282963310614858,0.13754657313091806,0.13250973218556866,1,"3D1,3H0"
90,-0.4160096885232043,-1.0527665443562113,0.3648962807853308,0.0008775478952676988,1,"3D1,3T0,4N0"
91,0.310997534138703,-0.1319794793216258,0.4785711346125367,0.2641419164758693,1,"3U0,3AU1,3T0"
92,-0.052506077192250644,-1.0527665443562113,0.13754657313091806,0.0008775478952676988,1,"3O1,3H0"
93,-1.0218490407414607,-1.7433568431321513,-0.26031541526430396,-0.262386820685334,1,"3O1,4B0,3AY0,1T1"
94,-0.29484181807955345,-0.8225697780975647,0.25122142695812444,0.13250973218556866,1,"3I0,3BD1"
95,-0.1736739476359015,-0.1319794793216258,0.25122142695812444,0.0008775478952676988,1,"3O1,4N0,3AY0"
96,-0.1736739476359015,-0.36217624558027245,0.25122142695812444,0.13250973218556866,1,"3O1,4B0,3U0"
97,0.4321654045823549,-0.36217624558027245,0.3080588538717274,0.13250973218556866,1,"3AK1,3I0,4AV0"
98,-0.9006811702978099,-1.282963310614858,-0.4308276960051133,-0.13075463639503299,1,"4N0,3BD1,3T0"
99,-0.1736739476359015,-0.5923730118389191,0.194384000044521,0.13250973218556866,1,"3AU1,3H0"
100,0.5533332750260058,0.5586108194543131,1.2742951114029808,1.712095943669179,2,3H1
101,-0.052506077192250644,-0.8225697780975647,0.7627582691805523,0.9223028379273737,2,"3H1,4B1"
102,1.522676238575216,-0.1319794793216258,1.2174576844893779,1.1855672065079756,2,"3H1,3T1"
103,0.5533332750260058,-0.36217624558027245,1.0469454037485681,0.7906706536370729,2,"4AV1,3I1"
104,0.7956690159133086,-0.1319794793216258,1.1606202575757745,1.3171993907982766,2,"4B1,3I1"
105,2.1285155907934725,-0.1319794793216258,1.6153196728845993,1.1855672065079756,2,"3I1,4AV1"
106,-1.1430169111851116,-1.282963310614858,0.42173370769893376,0.659038469346772,2,"4AI1,4N1,2F0"
107,1.7650119794625188,-0.36217624558027245,1.44480739214379,0.7906706536370729,2,"3I1,2AD1"
108,1.0380047568006114,-1.282963310614858,1.1606202575757745,0.7906706536370729,2,"3H1,4B1"
109,1.6438441090188678,1.2492011182302531,1.3311325383165837,1.712095943669179,2,"4N1,4B1"
110,0.7956690159133086,0.3284140531956675,0.7627582691805523,1.0539350222176747,2,"3H1,4AI1,3I1"
111,0.6745011454696578,-0.8225697780975647,0.8764331230077588,0.9223028379273737,2,"3CM1,3I1,4AV1"
112,1.1591726272442622,-0.1319794793216258,0.9901079768349651,1.1855672065079756,2,"4AV1,3I1"
113,-0.1736739476359015,-1.282963310614858,0.7059208422669494,1.0539350222176747,2,4AV1
114,-0.052506077192250644,-0.5923730118389191,0.7627582691805523,1.580463759378878,2,"4B1,3I1"
115,0.6745011454696578,0.3284140531956675,0.8764331230077588,1.448831575088577,2,"4B1,3I1"
116,0.7956690159133086,-0.1319794793216258,0.9901079768349651,0.7906706536370729,2,"4AC1,3U1"
117,2.249683461237124,1.7095946507475455,1.672157099798203,1.3171993907982766,2,4B1
118,2.249683461237124,-1.0527665443562113,1.7858319536254093,1.448831575088577,2,"3H1,4B1"
119,0.18982966369505214,-1.973553609390797,0.7059208422669494,0.3957741007661703,2,"3T1,2AW0"
120,1.2803404976879142,0.3284140531956675,1.1037828306621715,1.448831575088577,2,"4N1,3I1"
121,-0.29484181807955345,-0.5923730118389191,0.6490834153533465,1.0539350222176747,2,4B1
122,2.249683461237124,-0.5923730118389191,1.672157099798203,1.0539350222176747,2,"3H1,4AI1"
123,0.5533332750260058,-0.8225697780975647,0.6490834153533465,0.7906706536370729,2,"3I1,4B1"
124,1.0380047568006114,0.5586108194543131,1.1037828306621715,1.1855672065079756,2,"3BJ1,4AV1"
125,1.6438441090188678,0.3284140531956675,1.2742951114029808,0.7906706536370729,2,"4N1,1AF1"
126,0.4321654045823549,-0.5923730118389191,0.5922459884397431,0.7906706536370729,2,"3H1,4AQ1,4N1"
127,0.310997534138703,-0.1319794793216258,0.6490834153533465,0.7906706536370729,2,"3H1,3I1"
128,0.6745011454696578,-0.5923730118389191,1.0469454037485681,1.1855672065079756,2,"3H1,4AI1"
129,1.6438441090188678,-0.1319794793216258,1.1606202575757745,0.5274062850564712,2,"3BJ1,4AI1"
130,1.8861798499061706,-0.5923730118389191,1.3311325383165837,0.9223028379273737,2,4AV1
131,2.492019202124427,1.7095946507475455,1.5016448190573937,1.0539350222176747,2,4N1
132,0.6745011454696578,-0.5923730118389191,1.0469454037485681,1.3171993907982766,2,"3H1,4B1"
133,0.5533332750260058,-0.5923730118389191,0.7627582691805523,0.3957741007661703,2,"3H1,3T1"
134,0.310997534138703,-1.0527665443562113,1.0469454037485681,0.2641419164758693,2,"3H1,3U1"
135,2.249683461237124,-0.1319794793216258,1.3311325383165837,1.448831575088577,2,"4B1,3I1"
136,0.5533332750260058,0.7888075857129598,1.0469454037485681,1.580463759378878,2,4AV1
137,0.6745011454696578,0.09821728693702086,0.9901079768349651,0.7906706536370729,2,4N1
138,0.18982966369505214,-0.1319794793216258,0.5922459884397431,0.7906706536370729,2,"4AI1,4B1,1AF1"
139,1.2803404976879142,0.09821728693702086,0.9332705499213622,1.1855672065079756,2,4N1
140,1.0380047568006114,0.09821728693702086,1.0469454037485681,1.580463759378878,2,"4N1,4B1"
141,1.2803404976879142,0.09821728693702086,0.7627582691805523,1.448831575088577,2,"3H1,4N1"
142,-0.052506077192250644,-0.8225697780975647,0.7627582691805523,0.9223028379273737,2,4AV1
143,1.1591726272442622,0.3284140531956675,1.2174576844893779,1.448831575088577,2,"4AI1,4B1,3I1"
144,1.0380047568006114,0.5586108194543131,1.1037828306621715,1.712095943669179,2,3H1
145,1.0380047568006114,-0.1319794793216258,0.8195956960941558,1.448831575088577,2,4AV1
146,0.5533332750260058,-1.282963310614858,0.7059208422669494,0.9223028379273737,2,"4N1,3I1"
147,0.7956690159133086,-0.1319794793216258,0.8195956960941558,1.0539350222176747,2,"3T1,4AV1"
148,0.4321654045823549,0.7888075857129598,0.9332705499213622,1.448831575088577,2,"3I1,4B1"
149,0.06866179325140129,-0.1319794793216258,0.7627582691805523,0.7906706536370729,2,4N1
